base_portfolio,activation_threshold,deactivation_threshold,cost_bps,CAGR_no_ted,Sharpe_no_ted,max_drawdown_no_ted,Calmar_no_ted,cagr_delta_pct_points_no_ted,mdd_improvement_pct_points_no_ted,calmar_delta_no_ted,overall_guardrail_pass_no_ted,CAGR_original,Sharpe_original,max_drawdown_original,Calmar_original,cagr_delta_pct_points_original,mdd_improvement_pct_points_original,calmar_delta_original,overall_guardrail_pass_original,CAGR_change_no_ted_minus_original,mdd_change_no_ted_minus_original,calmar_change_no_ted_minus_original,pass_changed
defensive_35,0.65,0.45,10.0,0.07398384593947971,0.8995127720590723,-0.21008688696430589,0.3521583236751454,-0.20194028457978241,1.3211773627105128,0.011792427238590864,True,0.0738763057105176,0.885686645913372,-0.2100868869643056,0.3516464391376764,-0.2126943074759912,1.321177362710535,0.0112805427011219,True,0.00010754022896210247,-2.7755575615628914e-16,0.0005118845374689762,False
balanced_40,0.65,0.45,0.0,0.08146018389226528,0.978948560895037,-0.19611165574839473,0.4153765546540294,-0.21639642087216693,1.8716572858793135,0.026116034082995843,True,0.0814473578988488,0.9526502016809212,-0.196111655748394,0.4153111531695167,-0.2176790202138123,1.87165728587938,0.0260506325984831,True,1.2825993416482051e-05,-7.216449660063518e-16,6.540148451267269e-05,False
balanced_40,0.65,0.45,2.0,0.08137621073072832,0.9779609512640074,-0.1962050935500269,0.41475075523449456,-0.22098148647218263,1.865895732241929,0.025732558583855702,True,0.0813725826469682,0.95179291546095,-0.1962050935500271,0.4147322639522626,-0.2213442948481914,1.8658957322419067,0.0257140673016237,True,3.6280837601154747e-06,1.942890293094024e-16,1.8491282231969386e-05,False
balanced_40,0.65,0.45,5.0,0.08125025338185199,0.9764782008562438,-0.19634524371229511,0.4138131988616341,-0.2278590122835933,1.85725383741141,0.025158324919632602,True,0.0812604213005492,0.95050596297552,-0.1963452437122952,0.4138649847796677,-0.2268422204138698,1.857253837411399,0.0252101108376662,True,-1.0167918697207012e-05,8.326672684688674e-17,-5.178591803361998e-05,False
balanced_40,0.65,0.45,10.0,0.08104033084767459,0.9740034041873726,-0.19657880987597542,0.41225364472805676,-0.23932136190785158,1.8428518410106065,0.02420387390471418,True,0.0810734898050729,0.9483583250964808,-0.1965788098759747,0.4124223249506072,-0.2360054661680211,1.842851841010673,0.0243725541272646,True,-3.315895739830488e-05,-7.216449660063518e-16,-0.00016868022255045467,False
current_45,0.65,0.45,0.0,0.08461615773259079,1.0149802140793152,-0.19174908966183202,0.4412858380804808,-0.25148113259734206,2.9127126235918843,0.04680710842450314,True,0.0847717614123697,0.9780276114932904,-0.1917490896618325,0.4420973343960728,-0.2359207646194461,2.912712623591829,0.0476186047400952,True,-0.000155603679778904,4.718447854656915e-16,-0.0008114963155920196,False
current_45,0.65,0.45,2.0,0.08452152678211355,1.0138717519937117,-0.19195557536304053,0.44031816539978175,-0.25717713666633113,2.8955763765202036,0.04607267989205138,True,0.0846882472314849,0.977084387934205,-0.1919555753630394,0.4411867020341387,-0.2405050917291928,2.895576376520314,0.0469412165264083,True,-0.0001667204493713409,-1.1379786002407855e-15,-0.0008685366343569312,False
current_45,0.65,0.45,5.0,0.08437958175030946,1.0122070715966878,-0.1922652467834859,0.43887069120365346,-0.26572116486440756,2.8698775060480686,0.044974921780998545,True,0.0845629763905821,0.9756680895759572,-0.1922652467834852,0.439824553866517,-0.2473817008371348,2.869877506048135,0.0459287844438621,True,-0.00018339464027264385,-6.938893903907228e-16,-0.0009538626628635138,False
current_45,0.65,0.45,10.0,0.084143010411035,1.0094273312801143,-0.19278121348027066,0.4364689322782287,-0.27996127110607727,2.8270607210062138,0.043155622980079966,True,0.0843541928001796,0.9733037081445136,-0.1927812134802715,0.4375643833615152,-0.2588430321916135,2.827060721006125,0.0442510740633664,True,-0.00021118238914459575,8.326672684688674e-16,-0.0010954510832865139,False
growth_50,0.65,0.45,0.0,0.08810359254935585,1.0314867532157608,-0.19785093272363907,0.44530289211433827,-0.24500218869425439,2.907662272112743,0.04626094122028357,True,0.0882193507188613,0.9841031992739716,-0.1978509327236396,0.4458879698186063,-0.2334263717437057,2.907662272112688,0.0468460189245515,True,-0.00011575816950545881,5.273559366969494e-16,-0.0005850777042680222,False
growth_50,0.65,0.45,2.0,0.08800963973886744,1.0304147872039966,-0.19805626833942724,0.4443668482536348,-0.25071748209788414,2.8905177623623546,0.04554662495199807,True,0.0881366194830395,0.983198943124374,-0.198056268339427,0.4450079778944021,-0.2380195076806757,2.890517762362377,0.0461877545927654,True,-0.0001269797441720566,-2.498001805406602e-16,-0.0006411296407672906,False
growth_50,0.65,0.45,5.0,0.08786871169473409,1.0288049185996089,-0.19836421494765566,0.442966548769499,-0.25929045778272375,2.864806478183335,0.04447878246735598,True,0.0880125228535715,0.9818411952287148,-0.1983642149476555,0.4436915341650524,-0.24490934189898,2.864806478183346,0.0452037678629094,True,-0.00014381115883740914,-1.6653345369377348e-16,-0.0007249853955534347,False
growth_50,0.65,0.45,10.0,0.08763383474207331,1.0261167094251105,-0.19887730779963053,0.44064270434696684,-0.2735788457961519,2.821968951147258,0.04270867496728148,True,0.0878056957324584,0.9795746609520256,-0.1988773077996293,0.4415068602040987,-0.2563927467576388,2.82196895114738,0.0435728308244133,True,-0.00017186099038508929,-1.2212453270876722e-15,-0.0008641558571318431,False
aggressive_55,0.65,0.45,0.0,0.09550301932186733,1.0626317764105657,-0.19115899851758344,0.499599914534406,-0.23275163803702092,2.934540426535426,0.055932874477428396,True,0.0955165984710841,1.0012500397738258,-0.1911589985175841,0.4996709504224459,-0.2313937231153362,2.934540426535359,0.0560039103654683,True,-1.357914921676362e-05,6.661338147750939e-16,-7.103588803991645e-05,False
aggressive_55,0.65,0.45,2.0,0.09541004995750701,1.0616254065894382,-0.19136616227667191,0.4985732525668033,-0.238529598256898,2.9171839447102887,0.055133368394073456,True,0.0954349099186595,1.0004097997678405,-0.191366162276672,0.4987031603877928,-0.2360436021416445,2.9171839447102776,0.0552632762150629,True,-2.4859961152479126e-05,8.326672684688674e-17,-0.00012990782098948328,False
aggressive_55,0.65,0.45,5.0,0.09527059666913829,1.060114073356167,-0.19167685090474196,0.49703757245305075,-0.24719660175431812,2.8911547273175686,0.053938282127517445,True,0.0953123769691806,0.9991482281739952,-0.1916768509047426,0.4972555450451753,-0.2430185717500865,2.891154727317502,0.054156254719642,True,-4.178030004231559e-05,6.38378239159465e-16,-0.0002179725921245268,False
aggressive_55,0.65,0.45,10.0,0.09503817654023328,1.057590462157006,-0.19219451326902937,0.4944895404334518,-0.2616417763638079,2.8477873780326513,0.05195753355381533,True,0.0951081550610568,0.9970423904674632,-0.1921945132690292,0.4948536430273987,-0.2546439242814502,2.8477873780326624,0.0523216361477623,True,-6.997852082352152e-05,-1.6653345369377348e-16,-0.00036410259394692446,False
defensive_35,0.7,0.35,0.0,0.07434937812871145,0.9038778961607512,-0.20939516945657,0.3550673032318065,-0.18467590204995776,1.3726205314237405,0.013566462142598934,True,0.0742051757311341,0.8895604771646934,-0.2093951694565698,0.3543786417027393,-0.1990961418076864,1.3726205314237516,0.0128778006135317,True,0.00014420239757735598,-1.942890293094024e-16,0.0006886615290672138,False
defensive_35,0.7,0.35,2.0,0.07427626853097524,0.9030057372879778,-0.20953354253501766,0.35448390569047933,-0.18812891137560683,1.3623291692725803,0.013210209510471416,True,0.0741393993601224,0.8887864068763206,-0.2095335425350182,0.3538306968094712,-0.2018158284608828,1.3623291692725248,0.0125570006294633,True,0.00013686917085284356,5.551115123125783e-16,0.000653208881008116,False
defensive_35,0.7,0.35,5.0,0.0741666070969429,0.9016966853154293,-0.20974107442325507,0.353610313577757,-0.19330830083033046,1.346894684034028,0.012677188467850709,True,0.074040737022734,0.8876246476502286,-0.2097410744232554,0.3530101923351483,-0.2058953082512138,1.3468946840339946,0.012077067225242,True,0.00012587007420888918,3.3306690738754696e-16,0.0006001212426087199,False
defensive_35,0.7,0.35,10.0,0.07398384593947971,0.8995127720590723,-0.21008688696430589,0.3521583236751454,-0.20194028457978241,1.3211773627105128,0.011792427238590864,True,0.0738763057105176,0.885686645913372,-0.2100868869643056,0.3516464391376764,-0.2126943074759912,1.321177362710535,0.0112805427011219,True,0.00010754022896210247,-2.7755575615628914e-16,0.0005118845374689762,False
balanced_40,0.7,0.35,0.0,0.08146018389226528,0.978948560895037,-0.19611165574839473,0.4153765546540294,-0.21639642087216693,1.8716572858793135,0.026116034082995843,True,0.0814473578988488,0.9526502016809212,-0.196111655748394,0.4153111531695167,-0.2176790202138123,1.87165728587938,0.0260506325984831,True,1.2825993416482051e-05,-7.216449660063518e-16,6.540148451267269e-05,False
balanced_40,0.7,0.35,2.0,0.08137621073072832,0.9779609512640074,-0.1962050935500269,0.41475075523449456,-0.22098148647218263,1.865895732241929,0.025732558583855702,True,0.0813725826469682,0.95179291546095,-0.1962050935500271,0.4147322639522626,-0.2213442948481914,1.8658957322419067,0.0257140673016237,True,3.6280837601154747e-06,1.942890293094024e-16,1.8491282231969386e-05,False
balanced_40,0.7,0.35,5.0,0.08125025338185199,0.9764782008562438,-0.19634524371229511,0.4138131988616341,-0.2278590122835933,1.85725383741141,0.025158324919632602,True,0.0812604213005492,0.95050596297552,-0.1963452437122952,0.4138649847796677,-0.2268422204138698,1.857253837411399,0.0252101108376662,True,-1.0167918697207012e-05,8.326672684688674e-17,-5.178591803361998e-05,False
balanced_40,0.7,0.35,10.0,0.08104033084767459,0.9740034041873726,-0.19657880987597542,0.41225364472805676,-0.23932136190785158,1.8428518410106065,0.02420387390471418,True,0.0810734898050729,0.9483583250964808,-0.1965788098759747,0.4124223249506072,-0.2360054661680211,1.842851841010673,0.0243725541272646,True,-3.315895739830488e-05,-7.216449660063518e-16,-0.00016868022255045467,False
