model,days,CAGR,Sharpe,Sortino,max_drawdown,Calmar,avg_turnover,total_return
static_quarterly_diversified,3462,0.08709329814877687,0.9629072168384856,1.2254762170591236,-0.22091133912824257,0.39424548550773036,0.0006880469928180449,2.1494665821804606
stage32_hmm_guardrail_quarterly,3462,0.08468824723148494,0.977084387934205,1.25854829335725,-0.19195557536303942,0.44118670203413873,0.0015311306666873736,2.055079759924679
dag_overlay_quarterly,3462,0.08419960624519018,0.9372340607540113,1.1792145505763685,-0.21344413542450735,0.3944807669591399,0.0016211923634511054,2.0362264169408633
dag_plus_hmm_guardrail_quarterly,3462,0.08155486865392914,0.9389639811002071,1.1881628625439051,-0.19233237861840968,0.42403088465793487,0.0021496267679067937,1.93604233839352
