cost_bps,tests,pass_rate,median_cagr_delta_pct_points,median_mdd_improvement_pct_points,median_calmar_delta
0.0,45,1.0,-0.21639642087216693,2.907662272112743,0.04626094122028357
2.0,45,1.0,-0.22098148647218263,2.8905177623623546,0.04554662495199807
5.0,45,1.0,-0.2278590122835933,2.864806478183335,0.04447878246735598
10.0,45,1.0,-0.23932136190785158,2.821968951147258,0.04270867496728148
