cost_bps,tests,pass_rate,median_cagr_delta_pct_points,median_mdd_improvement_pct_points,median_calmar_delta
0.0,45,1.0,-0.23139372311533624,2.9076622721126877,0.04684601892455159
2.0,45,1.0,-0.23604360214164455,2.890517762362377,0.04618775459276542
5.0,45,1.0,-0.24301857175008656,2.864806478183346,0.04520376786290947
10.0,45,1.0,-0.2546439242814502,2.82196895114738,0.04357283082441332
